"","V180","V35","V8","V143","V209","V151","V249","V74_HK","V16","V79","V236","V193","V81","WEIGHT1A","V164","V150","V118","V47","V213G","I_WOMPOL","V256","V145","V43_16","V43_08","RELATIVISM","V183","V220","V254","V72","V7_CO","V43_24","V219","V43_23","V221","V198","WEIGHT2A","V69","V57","V56","V159","V105","V28","V259","WEIGHT4B","V169","V71","V208","V257C","V48","V210","V42","V253CS","WEIGHT1B","I_TRUSTCOURTS","V12","V213N","V41","V192","EQUALITY","V204","V213H","V168","I_WOMJOB","V257B","V59","V142","V43_03","I_TRUSTPOLICE","V239","V91","V129","V263","V132","V32","V43_12","V213A","V43","V108","V89","V114","V19","V245","V144","WEIGHT2B","V4","V252B","V251","V121","V68","V213L","V39","V21","V133","V97","V202","V33","WEIGHTB","I_HOMOLIB","V157","V194","I_AUTHORITY","I_NATIONALISM","DEFIANCE","I_DEVOUT","COW","V116"
"3055",1,-4,1,2,4,3,-3,-4,1,2,1964,2,5,1,3,-2,2,4,-4,0.660000026226044,80,3,-4,-4,1,3,-4,2,2,-4,-4,-4,-4,-2,1,1,-2,2,2,7,3,0,1,0.660000026226044,3,3,1,-4,1,2,-4,392004,1,0.330000013113022,2,-4,-4,1,0.773333013057709,6,-4,5,1,-4,1,3,-4,0.330000013113022,18,8,-4,-4,2,0,-4,-4,-4,3,5,-2,2,6,3,1,1,-4,3,6,4,-4,-4,2,2,3,8,0,0.915000021457672,0.777778029441833,6,4,0.5,1,0.72000002861023,0.660000026226044,740,8
"3056",-1,2,2,2,1,1,1,-4,1,1,1984,1,5,1,-1,-1,5,-1,-4,0.330000013113022,-4,2,-4,-4,0,-1,1,1,2,-4,-4,1,-4,7,1,1,1,1,3,9,2,0,0.951439619064331,1,2,4,1,-4,-1,-1,2,792031,1,0,1,-4,1,10,0.443332999944687,10,-4,4,0,-4,2,2,-4,0,-3,7,-1,-4,2,0,-4,-4,-4,4,2,6,1,-3,2,1,1,-4,2,6,5,-4,2,2,3,3,1,0,1,0,7,3,0,0,0,0,640,1
"3057",1,2,2,2,3,2,-3,-4,1,1,1984,2,4,1,2,4,3,3,-4,0.660000026226044,1400,3,-4,-4,0,3,1,1,2,-4,-4,2,-4,8,1,1,4,1,0,10,3,0,0.869963586330414,1,5,3,1,-4,1,1,2,20003,1,0.660000026226044,2,-4,2,1,0.773333013057709,4,-4,4,1,-4,1,3,-4,0.330000013113022,16,7,2,-4,-4,0,-4,-4,2,3,4,-1,2,7,3,1,1,-4,1,7,5,-4,2,1,2,3,10,0,1,1,5,5,0.5,0.660000026226044,0.496666997671127,0.330000013113022,232,9
"3058",-4,2,2,2,3,2,-4,3,2,1,1986,-4,-4,0.660000026226044,2,4,4,-4,-4,0.660000026226044,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,1,0,-4,3,0,1,0.660000026226044,-4,-4,-4,-4,-4,-4,-4,1,1,1.77964904969252e-43,2,-4,-4,4,0.773333013057709,6,-4,-4,1,-4,3,3,-4,0.330000013113022,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,9,2,-4,2,1,1,-4,3,-4,4,-4,-4,2,2,-4,1,0,0.915000021457672,0,-4,-4,0,0.660000026226044,0.447519987821579,1.77964904969252e-43,714,4
"3059",2,2,1,3,1,-2,1,-4,2,1,1968,1,1,1,1,-2,1,7,-4,0,220,4,-4,-4,0.666666984558105,-2,1,-2,-2,-4,-4,1,-4,10,1,1,-2,2,5,1,3,2,1,0.660000026226044,1,1,10,-4,1,1,2,-4,1,0,2,-4,1,10,0.219999998807907,10,-4,5,0,-4,2,1,-4,1.77964904969252e-43,-3,10,2,-4,1,2,-4,-4,-4,1,1,10,2,-3,1,1,1,-4,-2,10,1,-4,1,2,4,3,1,-5,0.8299999833107,0,1,1,0,0,0.109999999403954,0.330000013113022,432,-2
"3060",-4,-4,1,-4,1,1,-3,-4,1,-4,1948,-4,-4,1,3,3,3,-4,-4,0,720,-4,1,2,1.77964904969252e-43,-4,-4,1,4,-4,-4,-4,-4,-4,-4,0.660000026226044,-4,-4,3,10,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,3,1,1.77964904969252e-43,1,-4,-4,10,0.666666984558105,10,-4,-4,1,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,1,4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,1,-4,8,-4,-5,2,-4,3,-4,-4,0.8299999833107,1.77964904969252e-43,6,1,0,0,0,0,645,8
"3061",-1,1,2,3,2,2,2,-4,2,2,1989,-2,6,1,-2,-1,1,4,-4,0,404,3,-4,-4,1.77964904969252e-43,-1,-1,2,-2,-4,-4,1,-4,-2,1,0.660000026226044,4,1,2,1,4,0,1,0.660000026226044,4,1,1,-4,1,-1,1,-4,1,1.77964904969252e-43,1,-4,1,10,0.109999999403954,10,-4,2,0,-4,2,-2,-4,1.77964904969252e-43,-3,-1,4,-4,-2,0,-4,-4,-4,1,2,-2,2,-3,3,1,2,-4,2,2,3,-4,1,1,-1,-2,1,-5,0.8299999833107,0,-2,5,0,0.330000013113022,0.109999999403954,0,530,1
"3062",-4,2,-4,2,1,1,1,-4,1,1,-4,1,-4,0.660000026226044,1,4,10,3,-4,0.660000026226044,-4,2,-4,-4,0.0780000016093254,-4,-4,-4,4,2,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,2,1,-4,-4,2,-4,170006,1,0.330000013113022,2,-4,2,10,0.639959990978241,10,-4,-4,1.77964904969252e-43,-4,3,2,-4,0.330000013113022,35,1,2,-4,2,0,-4,2,-4,-4,-4,5,1,-4,3,0.660000026226044,-4,3,2,10,-4,-4,2,2,2,3,8,0,0.8299999833107,0.777778029441833,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,9
"3063",-4,1,2,2,1,2,-4,3,2,2,1973,-4,-4,1,1,2,4,-4,-4,0.330000013113022,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,1,0,-4,2,0,1,0.660000026226044,-4,-4,-4,-4,-4,-4,-4,5,1,1.77964904969252e-43,1,-4,-4,-2,0.386667013168335,9,-4,-4,0.5,-4,3,2,-4,0.330000013113022,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,6,2,-4,2,1,2,-4,2,-4,10,-4,-4,2,2,-4,2,0,0.915000021457672,0.111111000180244,-4,-4,0.5,0,0.27666699886322,0.330000013113022,714,4
"3064",1,2,1,3,1,2,1,-4,2,1,1984,1,2,1,4,3,1,3,-4,0.330000013113022,652,3,-4,2,0.666666984558105,3,-4,2,4,-4,-4,-4,-4,-4,10,1,1,1,0,7,2,0,1,1,-4,3,5,364000,4,1,-4,-4,1,0.660000026226044,1,1,2,10,0.443332999944687,3,-4,-4,0,364023,2,3,-4,0.660000026226044,24,-4,-4,-4,3,0,-4,-4,-4,1,4,-4,1,-3,3,1,1,-4,4,5,1,-4,2,2,3,-4,1,-4,1,0,7,3,1,0,0.443332999944687,0.330000013113022,630,6
"3065",1,2,1,-1,2,1,-3,-4,1,1,1961,-2,5,1,2,4,1,7,-4,0,-4,-1,-4,-4,0,1,1,2,4,-4,-4,2,-4,7,1,1,1,1,2,10,1,0,1,1,4,1,1,-4,2,1,2,-4,1,1,2,-4,2,10,0.109999999403954,10,-4,1,0,-4,2,3,-4,0.330000013113022,18,10,1,-4,2,0,-4,-4,2,1,1,-1,2,2,-1,1,1,-4,2,4,2,-4,2,2,2,3,1,0,1,0,10,1,0,0.330000013113022,0.109999999403954,0,372,10
"3066",-4,-4,1,-4,1,1,1,-4,1,-4,1951,-4,-4,1,1,4,2,-4,-4,0,70,-4,2,2,1.77964904969252e-43,-4,-4,2,3,-4,-4,-4,-4,-4,-4,1,-4,-4,4,10,-4,-4,1,0.660000026226044,-4,2,-4,-4,-4,-4,-4,4,1,1.77964904969252e-43,2,-4,-4,10,0.333332985639572,10,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-2,-4,-4,1,1,-4,-1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,2,-4,1,-4,2,2,-4,3,-4,-4,0.8299999833107,1.77964904969252e-43,10,4,0,0,0,0,645,2
"3067",1,2,1,2,1,2,2,-4,1,1,1986,1,1,0.660000026226044,3,3,1,5,-4,0.660000026226044,330,2,-4,-4,0.333332985639572,3,1,1,2,-4,-4,2,-4,10,5,1,1,2,0,5,2,0,1,1,1,4,1,-4,4,1,2,484026,1,0.330000013113022,1,-4,2,10,0.773333013057709,10,-4,4,1,-4,1,2,-4,0.330000013113022,23,10,2,1,4,0,-4,1,2,4,5,5,2,-3,2,1,1,3,1,10,6,-4,2,2,2,2,10,0,1,1,10,4,1.77964904969252e-43,0,0.246219992637634,0.330000013113022,70,8
"3068",2,2,1,-1,1,1,1,-4,2,1,1968,1,2,0.660000026226044,3,4,6,1,-4,0.660000026226044,220,2,-4,-4,0,3,1,1,4,-4,-4,2,-4,10,1,1,1,2,4,10,3,1,1,1,3,2,6,-4,2,2,2,-4,1,0.330000013113022,1,-4,2,10,0.773333013057709,5,-4,1,1,-4,3,2,-4,0.660000026226044,28,6,2,-4,3,-1,-4,-4,-4,1,1,-1,1,1,1,1,1,-4,1,6,8,-4,2,1,2,1,6,-4,1,0.555555999279022,10,3,1.77964904969252e-43,0,0.246219992637634,0.330000013113022,551,9
"3069",1,2,1,2,3,1,1,-4,1,1,1964,2,5,1,3,3,6,5,-4,0.330000013113022,8008,4,-4,-4,0,1,1,2,1,-4,-4,1,-4,5,1,1,3,1,1,10,1,0,1.15905153751373,1,4,2,1,-4,2,1,2,752005,1,1.77964904969252e-43,2,-4,2,1,0.77666699886322,5,-4,5,1,-4,1,-2,1,0.330000013113022,19,1,-2,-4,-2,0,-4,-4,-4,4,2,-2,2,1,3,1,1,-4,3,10,5,-4,2,2,4,3,10,0,1,1,-2,5,0,0.660000026226044,0.439999997615814,0.660000026226044,380,1
"3070",-4,1,1,3,3,3,-4,-4,2,1,1960,-4,2,1,-4,3,1,5,-4,0,1220,3,-4,-4,0,-4,-4,3,2,-4,-4,-4,-4,-4,1,1,2,-4,1,10,-4,0,0.614998161792755,1,-4,3,4,-4,2,-4,1,643038,1,0.330000013113022,2,-4,2,1,0,7,-4,-4,0,-4,1,3,-4,0.330000013113022,18,-4,3,-4,2,0,-4,-4,-4,-4,3,-4,2,1,3,1,1,-4,-4,6,8,-4,1,1,2,3,1,-4,1,0,10,-4,0.5,0.660000026226044,0.496666997671127,0.330000013113022,365,10
"3071",-1,2,1,2,1,3,-3,-4,1,1,1945,1,3,1,-1,3,10,-4,-4,0.330000013113022,-4,3,-4,-4,0,-1,1,2,2,-4,-4,1,-4,-1,1,1,1,1,4,10,2,0,1,1,-1,1,1,-4,2,3,2,-4,1,0,2,-4,2,10,0.443332999944687,NA,-4,-1,0,-4,2,3,-4,0.330000013113022,17,7,3,-4,1,0,-4,-4,2,2,1,5,1,1,2,1,1,-4,1,-1,10,-4,2,2,1,-1,-1,0,0.915000021457672,1.77964904969252e-43,10,3,0.5,0,0.166666999459267,0,750,10
"3072",3,2,1,3,4,2,-3,-4,1,1,1961,2,3,1,3,4,5,3,-4,1,-4,3,-4,-4,0,3,2,1,3,-4,-4,2,-4,6,1,0.660000026226044,3,1,1,10,3,0,0.847045063972473,1,5,2,1,-4,2,4,2,-4,1,0.660000026226044,1,-4,2,1,1,6,-4,1,1,-4,1,3,2,0.660000026226044,16,8,3,-4,2,0,-4,-4,-4,4,6,5,2,5,3,1,1,-4,1,5,8,-4,2,2,3,3,5,0,1,0.444444000720978,10,5,0.5,1,0.833333015441895,1,255,4
"3073",2,2,1,2,2,1,-3,-4,2,1,1976,2,4,1,2,4,1,8,-4,0.330000013113022,1310,3,-4,-4,0.666666984558105,2,1,1,1,-4,-4,1,-4,8,1,1,1,1,2,7,2,0,1,1,4,3,1,-4,1,2,2,-4,1,0.660000026226044,2,-4,2,7,0.496666997671127,10,-4,1,0.5,-4,1,2,-4,0.660000026226044,19,7,2,-4,3,0,-4,-4,1,1,1,5,1,3,3,1,1,-4,4,4,7,-4,2,1,3,3,1,0,1,0,9,2,0.5,0.330000013113022,0.386667013168335,0.330000013113022,359,4
"3074",-2,2,1,-2,2,-2,1,-4,2,1,1965,1,2,1,-1,-2,10,6,-4,1,-2,-2,-4,-4,0.0780000016093254,-2,-2,2,1,-4,-4,-2,-4,-2,-2,1,1,1,3,10,-2,0,1.85372185707092,1,5,3,1,-4,4,-1,-2,-4,1,0,2,-4,-2,10,0.72000002861023,10,-4,1,0.5,-4,1,4,-4,0,12,10,4,-4,2,0,-4,-4,-4,1,1,-2,2,1,-2,1,1,-4,1,-2,6,-4,2,1,1,3,6,0,1,0.555555999279022,-2,5,0,0.330000013113022,0.109999999403954,0,155,10
"3075",1,2,1,3,3,2,2,-4,2,1,1978,-1,5,1,3,4,6,5,-4,0.660000026226044,790,4,-4,-4,1,1,1,1,3,-4,-4,2,-4,1,1,1,2,1,2,7,2,0,1,1,3,1,1,-4,1,2,2,-4,1,0.660000026226044,1,-4,2,10,0.72000002861023,10,-4,1,0.5,-4,3,4,-4,0.660000026226044,15,8,4,-4,4,0,-4,-4,1,4,1,-1,1,10,3,1,1,-4,1,7,5,-4,1,2,2,3,1,0,1,0,-1,2,0.5,0.660000026226044,0.496666997671127,0.330000013113022,359,5
"3076",1,2,1,1,1,1,1,-4,1,1,1982,1,6,1,4,4,10,1,-4,0.660000026226044,-4,1,-4,-4,0,1,1,1,1,-4,-4,1,-4,9,1,1,2,1,1,10,2,0,0.701416552066803,1,4,2,1,-4,1,2,2,792037,1,1,1,-4,1,8,0.886667013168335,10,-4,1,1,-4,2,4,-4,0.330000013113022,26,9,3,-4,1,0,-4,-4,-4,1,1,10,2,1,4,1,1,-4,2,10,5,-4,2,2,4,2,1,0,1,0,1,4,0,0,0,0,640,1
"3077",1,2,3,3,1,2,1,-4,2,2,1934,2,5,1,2,2,7,6,-4,1,8000,3,-4,-4,1,1,2,2,1,-4,-4,2,-4,6,3,1,1,1,2,6,2,0,1,1,5,3,3,-4,2,2,2,-4,1,0.330000013113022,1,-4,2,7,1,8,-4,1,1,-4,2,3,-4,0.330000013113022,7,6,3,-4,2,0,-4,-4,-4,1,4,6,2,7,3,1,2,-4,1,7,6,-4,2,1,3,3,3,2,1,0.222222000360489,6,3,0.5,0,0.27666699886322,0.330000013113022,800,7
"3078",1,-4,3,2,1,1,1,-4,1,1,1968,1,4,1,-4,2,1,1,-4,0.330000013113022,-4,1,-4,-4,0,2,1,1,2,-4,-4,2,-4,10,1,1,4,1,4,10,2,0,0.985704481601715,1,4,3,-4,-4,1,3,-4,-4,1,1.77964904969252e-43,2,1,-4,10,0.77666699886322,NA,-4,1,1,-4,2,2,-4,1.77964904969252e-43,18,10,3,1,-4,0,-4,-4,-4,1,1,5,1,-3,2,1,1,-4,4,10,5,-4,-4,1,2,3,-4,0,0.915000021457672,1.77964904969252e-43,10,-4,0,0,0.109999999403954,0.330000013113022,651,10
"3079",1,2,1,2,1,2,1,-4,1,1,1970,1,5,1,2,4,6,7,-4,0.660000026226044,1400,2,-4,-4,0.333332985639572,1,1,2,2,-4,-4,1,-4,8,7,1,1,1,1,10,2,0,1.49169230461121,1,3,1,1,-4,2,2,2,4,1,0.330000013113022,1,-4,2,10,0.886667013168335,9,-4,1,1,-4,1,3,-4,0.330000013113022,21,8,2,-4,3,0,-4,-4,-4,1,2,6,2,7,2,1,1,-4,1,7,9,-4,2,2,2,3,-1,0,0.915000021457672,1.77964904969252e-43,10,4,1,0,0.333332985639572,0,290,9
"3080",-4,2,2,2,1,1,-4,-4,1,1,1962,-4,4,1,-4,4,5,8,-4,0.660000026226044,1400,2,-4,-4,0,-4,-4,1,1,-4,-4,-4,-4,-4,1,1,1,-4,2,8,-4,0,0.684986174106598,1,-4,4,1,-4,4,-4,2,826040,1,0.330000013113022,1,-4,2,4,0.886667013168335,2,-4,-4,1,-4,3,2,-4,0.330000013113022,21,-4,2,-4,2,0,-4,-4,-4,-4,2,4,2,10,2,1,1,-4,-4,8,9,-4,2,2,4,2,10,0,1,1,10,-4,0,0,0.219999998807907,0.660000026226044,200,7
"3081",1,2,1,2,1,2,-3,-4,1,1,1964,1,5,1,3,3,8,6,-4,0.330000013113022,8000,2,-4,-4,1,1,1,1,3,-4,-4,1,-4,6,6,1,1,1,2,5,2,0,1,1,3,1,3,-4,1,1,2,-4,1,0.330000013113022,2,-4,2,7,0.330000013113022,7,-4,1,0,-4,1,2,-4,1,11,7,3,-4,4,0,-4,-4,-4,4,4,8,2,5,2,1,1,-4,2,8,8,-4,2,1,4,3,2,0,0.915000021457672,0.111111000180244,5,2,0.5,0,0.166666999459267,0,800,8
"3082",2,-4,1,-2,2,2,2,-4,1,1,1938,2,6,1,3,4,5,-2,-4,0.330000013113022,80,-2,-4,-4,0,5,-4,2,3,-4,-4,-4,-4,6,1,1,3,2,2,6,3,0,1,1,-2,2,1,-4,4,2,-4,392003,1,0.330000013113022,1,-4,-4,4,0.330000013113022,5,-4,5,0,-4,3,3,-4,0.660000026226044,19,7,-4,-4,3,0,-4,-4,-4,4,4,1,2,1,-2,1,1,-4,1,-2,-2,-4,-4,2,2,3,-2,0,0.915000021457672,1.77964904969252e-43,-2,3,1,0.330000013113022,0.553332984447479,0.330000013113022,740,6
"3083",-4,2,-1,2,2,2,-4,3,2,1,1939,-4,-4,1,2,3,4,-4,-4,0.330000013113022,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,1,3,-4,2,0,1,0.660000026226044,-4,-4,-4,-4,-4,-4,-4,6,1,1.77964904969252e-43,2,-4,-4,6,0.330000013113022,10,-4,-4,0,-4,3,4,-4,0.660000026226044,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,8,2,-4,2,1,1,-4,3,-4,10,-4,-4,2,3,-4,1,0,0.915000021457672,0,-4,-4,0,0.330000013113022,0.219999998807907,0.330000013113022,714,7
"3084",-4,2,-4,2,1,1,-3,-4,1,1,-4,1,-4,0.660000026226044,3,4,1,7,-4,0.660000026226044,-4,3,-4,-4,0.0780000016093254,-4,-4,-4,3,2,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,4,1,-4,-4,2,-4,170002,1,0.330000013113022,2,-4,2,10,0.783100008964539,10,-4,-4,1.77964904969252e-43,-4,1,2,-4,0.330000013113022,11,10,3,-4,1,0,-4,2,-4,-4,-4,10,1,-4,3,0.660000026226044,-4,4,2,10,-4,-4,2,1,3,3,1,0,0.8299999833107,0,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,8
"3085",-1,2,1,2,1,-1,-3,-4,2,1,1970,1,3,1,2,3,10,10,-4,0.660000026226044,-4,2,-4,-4,0,3,1,1,3,-4,-4,1,-4,1,1,1,3,1,1,8,1,0,1,1,5,2,1,-4,2,2,2,5,1,0.330000013113022,1,-4,2,10,0.773333013057709,10,-4,1,1,-4,3,2,-4,0.330000013113022,20,10,-1,1,2,0,-4,-4,-4,3,1,10,1,7,2,1,1,-4,1,10,7,-4,2,2,2,-1,1,0,1,0,7,2,0,0,0,0,349,10
"3086",3,2,2,2,1,-4,1,-4,1,1,1937,1,2,1,-4,-4,2,8,-4,0.330000013113022,220,2,-4,-4,0,2,1,1,3,-4,-4,1,-4,-4,1,1,1,1,5,8,1,0,1,1,3,1,1,-4,1,1,2,-4,1,0.330000013113022,2,-4,2,9,0.553332984447479,10,-4,1,1,-4,2,2,-4,0.330000013113022,15,8,2,-4,-4,0,-4,-4,-4,1,1,6,1,-3,2,1,2,-4,1,8,6,-4,2,1,2,3,1,-4,1,0,8,1,0,0,0,0,517,8
"3087",2,2,2,3,1,-4,1,-4,1,1,1987,1,5,1,-4,-4,8,6,-4,0.660000026226044,220,3,-4,-4,0,2,2,3,4,-4,-4,2,-4,-4,6,1,3,1,0,7,2,0,1,1,4,1,1,-4,4,1,2,-4,1,0.330000013113022,2,-4,2,10,0.773333013057709,10,-4,1,1,-4,2,3,-4,0.330000013113022,26,10,3,-4,-4,0,-4,-4,-4,4,4,6,1,-3,3,1,2,-4,1,9,6,-4,2,1,2,3,1,-4,1,0,9,4,0,0,0.109999999403954,0.330000013113022,517,7
"3088",-4,-4,1,-4,1,2,1,-4,1,-4,1986,-4,-4,1,3,3,7,-4,-4,0.330000013113022,70,-4,2,2,1.77964904969252e-43,-4,-4,1,3,-4,-4,-4,-4,-4,-4,1,-4,-4,0,10,-4,-4,1,0.660000026226044,-4,2,-4,-4,-4,-4,-4,5,1,1.77964904969252e-43,1,-4,-4,10,0.219999998807907,10,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,1,1,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,2,-4,5,-4,1,2,-4,3,-4,-4,0.8299999833107,1.77964904969252e-43,5,1,0,0,0,0,645,5
"3089",3,2,1,3,1,1,1,-4,2,1,1980,1,1,1,3,4,8,9,-4,1,404,3,-4,-4,0.333332985639572,3,1,2,3,-4,-4,1,-4,3,1,1,1,1,1,10,1,1,1,1,2,2,1,-4,1,1,1,-4,1,0.660000026226044,1,-4,1,10,1,10,-4,5,1,-4,2,3,-4,0.660000026226044,17,10,4,-4,3,0,-4,-4,-4,2,1,9,1,-3,3,1,1,-4,1,8,7,-4,2,1,3,-2,1,-5,1,0,10,4,1,0,0.333332985639572,0,530,8
"3090",1,2,1,2,1,1,-3,-4,1,1,1975,1,2,1,1,2,8,2,-4,0.660000026226044,70,3,-4,-4,0,1,2,1,2,-4,-4,2,-4,9,1,1,1,1,1,8,1,0,1,1,4,1,1,-4,4,2,2,-4,1,0,1,-4,2,10,0.773333013057709,10,-4,3,1,-4,2,3,-4,1,20,9,3,-4,4,0,-4,-4,-4,1,1,2,1,2,3,1,1,-4,1,8,4,-4,2,1,4,2,1,0,1,0,8,4,0,0,0,0,439,9
"3091",1,2,2,2,3,1,1,-4,1,1,1958,-1,2,1,2,4,5,5,-4,1,-4,2,-4,-4,0,1,1,1,2,-4,-4,1,-4,10,1,1,1,1,2,10,3,0,1.00695037841797,1,2,4,2,-4,4,3,2,-4,1,0.330000013113022,1,-4,2,1,1,1,-4,4,1,-4,1,4,2,0.330000013113022,17,7,-2,-4,2,0,-4,-4,-4,4,3,5,2,5,3,1,1,-4,2,10,6,-4,2,1,2,3,10,0,1,1,10,5,0,0.660000026226044,0.330000013113022,0.330000013113022,255,5
"3092",1,2,2,3,1,1,1,-4,2,1,1965,1,5,1,3,3,4,8,-4,0.660000026226044,-4,3,-4,-4,0.333332985639572,3,2,1,2,-4,-4,2,-4,2,1,1,1,1,0,3,2,0,1.12020421028137,1,1,4,1,-4,1,2,1,792038,1,0.330000013113022,2,-4,2,9,0.773333013057709,6,-4,4,1,-4,2,3,-4,0.660000026226044,24,8,3,-4,2,0,-4,-4,-4,1,5,5,2,5,3,1,1,-4,2,3,9,-4,1,1,3,3,5,0,1,0.444444000720978,8,3,1,0,0.443332999944687,0.330000013113022,640,2
"3093",-4,2,1,4,3,1,-4,-4,1,1,1958,-4,6,1,-4,4,2,7,-4,1,1400,3,-4,-4,0,-4,-4,1,1,-4,-4,-4,-4,-4,2,1,4,-4,3,10,-4,0,1.14001595973969,1,-4,3,1,-4,2,-4,2,250035,1,1,2,-4,1,5,1,6,-4,-4,1,-4,1,4,-4,0.330000013113022,16,-4,2,-4,4,0,-4,-4,-4,-4,5,4,2,7,3,1,1,-4,-4,8,5,-4,1,2,2,1,8,0,1,0.777778029441833,8,-4,0,0.660000026226044,0.439999997615814,0.660000026226044,220,2
"3094",3,2,2,3,1,1,1,-4,1,1,1970,1,5,1,2,4,6,9,-4,1,1400,2,-4,-4,0.666666984558105,3,1,1,4,-4,-4,2,-4,8,2,1,2,2,2,9,2,0,0.956300020217896,1,5,2,1,-4,3,2,2,246039,1,0.330000013113022,2,-4,2,9,1,4,-4,2,1,-4,2,3,-4,0,22,8,1,-4,1,0,-4,-4,-4,3,2,7,2,-3,2,1,1,-4,3,7,9,-4,2,2,1,1,10,0,1,1,10,4,1,0,0.443332999944687,0.330000013113022,375,4
"3095",1,2,1,1,1,2,-2,-4,2,1,1936,1,4,1,3,4,2,3,-4,1,1230,1,-4,-4,0,1,1,1,3,-4,-4,1,-4,6,1,1,3,1,1,7,2,0,1,1,2,1,1,-4,4,-1,2,-4,1,0.660000026226044,1,-4,2,9,0.886667013168335,4,-4,5,1,891006,3,3,-4,0.660000026226044,18,6,3,-4,3,0,-4,-4,-4,1,1,5,1,-3,1,1,1,-4,2,5,5,-4,2,2,3,3,3,-2,1,0.222222000360489,9,2,0,0,0,0,345,5
"3096",-4,2,-4,4,1,3,1,-4,1,1,-4,1,-4,0.660000026226044,3,3,1,7,-4,1,-4,2,-4,-4,0.0780000016093254,-4,-4,-4,3,3,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,1,1,-4,-4,1,-4,170001,1,1,2,-4,2,10,0.665929973125458,10,-4,-4,1.77964904969252e-43,-4,2,4,-4,0.660000026226044,-2,10,2,-4,3,0,-4,1,-4,-4,-4,10,2,-4,4,0.660000026226044,-4,6,2,1,-4,-4,2,2,3,3,1,0,0.8299999833107,0,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,1
"3097",2,2,1,-1,1,-1,-3,-4,2,2,1952,2,5,1,4,4,3,-1,-4,0,-4,-1,-4,-4,0,2,1,1,3,-4,-4,1,-4,8,1,1,3,1,2,10,-1,0,1,1,4,1,1,-4,1,-1,2,-4,1,0.660000026226044,2,-4,2,-1,0.166666999459267,10,-4,1,0.5,-4,2,3,-4,0.330000013113022,18,1,2,-4,2,0,-4,-4,2,3,1,-2,2,1,-1,1,1,-4,2,5,1,-4,2,2,2,-1,1,0,1,0,10,1,0.5,0,0.27666699886322,0.330000013113022,372,5
"3098",-1,2,4,-2,3,-2,1,-4,1,1,1976,2,5,1,3,3,1,9,-4,0.660000026226044,158002,-2,-4,-4,0.333332985639572,-1,1,2,1,-4,-4,2,-4,5,1,1,1,-1,0,10,2,0,0.432911336421967,1,1,3,1,-4,3,-4,2,-4,1,1.77964904969252e-43,1,-4,2,6,0.886667013168335,6,-4,5,1,-4,2,-2,-4,1.77964904969252e-43,26,8,2,-4,4,0,-4,-4,-4,3,6,5,2,8,-2,1,1,-4,1,9,8,-4,2,2,3,3,5,0,1,0.444444000720978,10,3,0.5,0.660000026226044,0.496666997671127,0.330000013113022,713,5
"3099",-4,-4,1,-4,1,-1,1,-4,1,-4,1956,-4,-4,1,4,4,2,-4,-4,0,70,-4,1,2,1.77964904969252e-43,-4,-4,1,2,-4,-4,-4,-4,-4,-4,1,-4,-4,6,10,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,4,1,1.77964904969252e-43,2,-4,-4,10,0.219999998807907,10,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,2,4,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,3,-4,3,-4,2,1,-4,-2,-4,-4,0.8299999833107,1.77964904969252e-43,10,1,0,0,0,0,645,2
